scenario_name,scenario_index,run_index,status,Year,Share_EV_init,Solar_Installed_MW,Wind_Installed_MW,Baseload_Installed_MW,Grid_Store_Max_MWh,Factor_V2G,Factor_NSC,Factor_Smart_Charge,V2G_Connect_Cost,NG_Fact,NG_Installed,SC_CR,V2G_CR,V2G_DR,SC_Floor,V2G_Floor,Cap,pass_count,min_pass_count,Combined_LCOE,Carbon_Adjusted_LCOE_SCC_51,Carbon_Adjusted_LCOE_SCC_120,Carbon_Adjusted_LCOE_SCC_190,Carbon_Adjusted_LCOE_SCC_340,Total_Deficit,Curtailment,V2G_Total,Total_GS_Used,Total_Grid_CO2_Tonnes,Combined_LCOE_mean,Combined_LCOE_std,Combined_LCOE_min,Combined_LCOE_max,Carbon_Adjusted_LCOE_SCC_51_mean,Carbon_Adjusted_LCOE_SCC_51_std,Carbon_Adjusted_LCOE_SCC_51_min,Carbon_Adjusted_LCOE_SCC_51_max,Carbon_Adjusted_LCOE_SCC_120_mean,Carbon_Adjusted_LCOE_SCC_120_std,Carbon_Adjusted_LCOE_SCC_120_min,Carbon_Adjusted_LCOE_SCC_120_max,Carbon_Adjusted_LCOE_SCC_190_mean,Carbon_Adjusted_LCOE_SCC_190_std,Carbon_Adjusted_LCOE_SCC_190_min,Carbon_Adjusted_LCOE_SCC_190_max,Carbon_Adjusted_LCOE_SCC_340_mean,Carbon_Adjusted_LCOE_SCC_340_std,Carbon_Adjusted_LCOE_SCC_340_min,Carbon_Adjusted_LCOE_SCC_340_max,successful_runs,attempted_runs,passing_lcoes_pipe,failure_reasons
wind_capex_-20%,1,28,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.5265382798104,83.6002867129631,85.05300518134617,86.52677754057537,89.68486116749507,62589421.061385736,28597657.16842262,1158040.0355465468,1.0,6765813.5947735775,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,29,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.92848513469416,84.00597455013146,85.4637543474878,86.94266138828408,90.11174790427611,62276787.512351416,28574785.64689702,1197748.973525491,1.0,6767251.150413509,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,30,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.90963303747507,83.99024527016563,85.45225005557049,86.93544331612614,90.11371458874541,61241872.9604684,29693646.52900402,1055166.9528197644,1.0,6795525.55303495,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,31,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.72940441694182,83.80613720950998,85.26289334063163,86.7407618794507,89.90762303406296,62549460.9698729,28801134.740310706,1249081.5890878951,1.0,6769567.253324909,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,32,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.53138919905199,83.60331811962587,85.05357489451994,86.52484988354291,89.67758200287784,62747670.81296873,27994031.511661455,1224023.5910088127,1.0,6763263.122483564,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,33,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,83.1982227105138,84.27890135333055,85.74099598772968,87.22428039943894,90.40274699595878,61830304.01887837,29020164.851900958,1040855.2597628441,1.0,6777186.699751314,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,34,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,83.11000357911023,84.18929495764154,85.64951270506624,87.13089302854058,90.3052794359856,62060414.13880763,28390224.90404774,1180805.6517554217,1.0,6765981.518644879,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,35,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.63293438431904,83.71210015922226,85.17214797232661,86.65335589866436,89.82737288367383,62087616.20637659,29630984.978788115,1097611.9837928317,1.0,6791101.181590065,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,36,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.98922814901694,84.070677723516,85.53381538313239,87.0181579363664,90.19889197901072,62335739.82180156,30004917.626062077,1179600.221800586,1.0,6787684.423032519,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,37,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.92471573636684,84.00363777831912,85.46335583507808,86.94422922599297,90.11752934938202,62314082.907383755,28534893.925220046,1177883.5762123847,1.0,6769446.311146433,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,38,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.75835340094787,83.83755613876053,85.29765396050708,86.77891262024994,89.95303831969895,62279009.05955192,28921172.15527312,1166744.8794963614,1.0,6774311.440485236,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,39,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,83.32980383974139,84.41064323786664,85.87295536474197,87.35646042099232,90.53539982724305,62059588.98001267,28763596.41124018,1075610.5544396956,1.0,6759848.83033286,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,40,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.56886921801497,83.64458727192329,85.09997052132866,86.57644628159497,89.74032291073708,62001926.48605244,29468739.2999405,1135689.253529939,1.0,6782484.6589635555,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,41,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.93545499182315,84.01090164796446,85.46591771215563,86.94202096568291,90.10509936609853,62902357.585174166,27997488.418542992,1063578.8439522306,1.0,6748228.385989069,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,42,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.60455238821936,83.68093295530382,85.13721254606513,86.61459763814182,89.78042283544903,62098325.87028934,29200349.22618154,1235322.9196206923,1.0,6788238.122790882,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,43,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.90861685308987,83.98863138881407,85.44982752538209,86.93220041755256,90.10871375791784,62272946.952583805,29630269.18945024,1102887.7673940896,1.0,6781368.280982551,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,44,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.48680892064706,83.56171536723974,85.01600055968866,86.4913623491296,89.65285189793161,62539237.92121928,28978764.1501576,1255126.7133495475,1.0,6774222.705517366,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,45,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.94419429120224,84.02588295482508,85.48934408796187,86.97401480273832,90.15545204868786,61484374.32933742,29560859.81482528,1166741.363456237,1.0,6786498.144082798,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,46,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.39444539937918,83.46953147988015,84.92405970644027,86.3996680522259,89.56168593605227,62837207.83943029,29221629.135470666,1218969.5922186086,1.0,6777402.910402318,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,47,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.53812834384625,83.61232008229878,85.06563831667573,86.54001913415959,89.69940660019644,62451159.76655642,28488407.1050399,1229650.1786237555,1.0,6776487.417012866,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,48,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.59851473011521,83.67305826994054,85.12685247088069,86.60171615299389,89.76213832895074,62294535.9850615,29087945.87307045,1094609.2868183544,1.0,6772400.653241486,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
wind_capex_-20%,1,49,success,2050,0.98,30000.0,60000.0,20000.0,10000.0,0.5,0.15,0.85,2000.0,0.0,0.0,0.0475,0.0475,0.0475,30,30,0.8,1,1,82.49637369567657,83.57671118689687,85.03834426325375,86.52116042767378,89.69862363714526,61232130.5920851,30031264.012078654,1166993.2881969917,1.0,6799579.039294956,82.89357956732552,0.2944646587948132,82.39444539937918,83.68616644066944,83.97223786657095,0.29698225415898993,83.46953147988015,84.77328160400738,85.43159909496185,0.30040599744517527,84.92405970644027,86.24408447205283,86.91211048608302,0.3038993832068305,86.3996680522259,87.73620332369313,90.08463489562844,0.3114499693169952,89.56168593605227,90.93360086292238,47,50,83.281893|82.753409|82.851243|82.514243|83.099086|82.543658|83.014772|83.154850|83.065696|83.203630|83.237180|83.097540|83.088762|83.034184|83.686166|82.845349|83.004863|82.689194|82.874703|82.793061|83.350132|83.472970|82.552829|82.759404|82.984753|82.526538|82.928485|82.909633|82.729404|82.531389|83.198223|83.110004|82.632934|82.989228|82.924716|82.758353|83.329804|82.568869|82.935455|82.604552|82.908617|82.486809|82.944194|82.394445|82.538128|82.598515|82.496374,
